# BUSCO version is: 2.0 
# The lineage dataset is: embryophyta_odb9 (Creation date: 2016-02-13, number of species: 30, number of BUSCOs: 1440)
# To reproduce this run: python /software/busco/2.0/x86_64-linux-ubuntu14.04/BUSCO.py -i /share/malooflab/Hajar/trinity-process/trinity.out/Trinity.fasta -o BUSCO_output_plant -l /home/hajaramini/embryophyta_odb9/ -m tran -c 20 -sp arabidopsis
#
# Busco id	Status	Sequence	Score	Length
EOG09360J7M	Duplicated	TRINITY_DN140082_c0_g1_i9	273.9	247
EOG09360J7T	Duplicated	TRINITY_DN115545_c0_g1_i2	298.2	186
EOG09360J7T	Duplicated	TRINITY_DN115545_c0_g1_i3	319.1	186
EOG09360J7T	Duplicated	TRINITY_DN115545_c0_g2_i6	318.8	204
EOG09360J9G	Duplicated	TRINITY_DN120715_c0_g1_i8	247.9	349
EOG09360J9G	Duplicated	TRINITY_DN120715_c0_g1_i8	259.7	351
EOG09360J9G	Duplicated	TRINITY_DN120715_c0_g1_i9	262.2	355
EOG09360JAG	Duplicated	TRINITY_DN135411_c0_g1_i11	406.2	213
EOG09360JAG	Duplicated	TRINITY_DN135411_c0_g1_i12	404.9	213
EOG09360JAG	Duplicated	TRINITY_DN135411_c0_g1_i4	405.0	213
EOG09360JE0	Duplicated	TRINITY_DN120057_c0_g1_i10	372.0	195
EOG09360JE0	Duplicated	TRINITY_DN120057_c0_g1_i4	366.9	185
EOG09360JE0	Duplicated	TRINITY_DN120057_c0_g1_i7	369.2	195
EOG09360JFE	Duplicated	TRINITY_DN137938_c3_g1_i2	479.9	244
EOG09360JFE	Duplicated	TRINITY_DN137938_c3_g1_i8	480.3	244
EOG09360JFI	Duplicated	TRINITY_DN114346_c0_g1_i10	332.1	199
EOG09360JFI	Duplicated	TRINITY_DN114346_c0_g1_i15	332.2	199
EOG09360JFI	Duplicated	TRINITY_DN114346_c0_g3_i7	331.8	199
EOG09360JFS	Complete	TRINITY_DN134145_c0_g2_i1	439.9	333
EOG09360JGG	Duplicated	TRINITY_DN111283_c1_g1_i7	470.8	240
EOG09360JGG	Duplicated	TRINITY_DN149344_c5_g6_i1	471.0	240
EOG09360JGG	Duplicated	TRINITY_DN149344_c5_g6_i2	470.8	240
EOG09360JHI	Duplicated	TRINITY_DN108670_c0_g1_i1	477.4	242
EOG09360JHI	Duplicated	TRINITY_DN108670_c0_g1_i3	477.8	242
EOG09360JI8	Duplicated	TRINITY_DN122826_c2_g1_i22	557.0	290
EOG09360JI8	Duplicated	TRINITY_DN122826_c2_g1_i4	557.3	290
EOG09360JI8	Duplicated	TRINITY_DN122826_c2_g1_i8	557.0	290
EOG09360JIY	Duplicated	TRINITY_DN123082_c0_g1_i11	492.3	277
EOG09360JIY	Duplicated	TRINITY_DN125844_c0_g1_i12	469.5	280
EOG09360JL5	Duplicated	TRINITY_DN134177_c2_g1_i2	401.4	358
EOG09360JL5	Duplicated	TRINITY_DN134177_c2_g3_i2	400.4	357
EOG09360JLO	Duplicated	TRINITY_DN140453_c0_g1_i2	195.7	159
EOG09360JLO	Duplicated	TRINITY_DN140453_c0_g1_i4	196.2	158
EOG09360JLQ	Duplicated	TRINITY_DN118553_c0_g1_i1	519.4	308
EOG09360JLQ	Duplicated	TRINITY_DN118553_c0_g1_i1	519.4	308
EOG09360JLQ	Duplicated	TRINITY_DN118553_c0_g1_i2	449.6	274
EOG09360JLQ	Duplicated	TRINITY_DN118553_c0_g1_i3	519.4	308
EOG09360JLQ	Duplicated	TRINITY_DN118553_c0_g1_i3	519.4	308
EOG09360JMJ	Duplicated	TRINITY_DN120634_c0_g3_i2	355.3	238
EOG09360JMJ	Duplicated	TRINITY_DN121744_c2_g1_i1	397.2	261
EOG09360JMJ	Duplicated	TRINITY_DN121744_c2_g1_i4	397.2	261
EOG09360JO0	Duplicated	TRINITY_DN137483_c2_g2_i2	463.7	328
EOG09360JO0	Duplicated	TRINITY_DN137483_c2_g2_i4	463.5	328
EOG09360JO1	Duplicated	TRINITY_DN141392_c0_g1_i13	285.8	226
EOG09360JO1	Duplicated	TRINITY_DN141392_c0_g1_i6	283.8	214
EOG09360JO1	Duplicated	TRINITY_DN141392_c0_g1_i7	286.1	226
EOG09360JOE	Duplicated	TRINITY_DN133119_c0_g1_i10	383.0	233
EOG09360JOE	Duplicated	TRINITY_DN133119_c0_g1_i12	366.6	238
EOG09360JOE	Duplicated	TRINITY_DN133119_c0_g1_i2	366.6	238
EOG09360JRA	Duplicated	TRINITY_DN133370_c0_g1_i11	367.3	200
EOG09360JRA	Duplicated	TRINITY_DN133370_c0_g1_i12	367.3	200
EOG09360JRA	Duplicated	TRINITY_DN133370_c0_g3_i3	358.1	189
EOG09360JSH	Duplicated	TRINITY_DN117262_c1_g1_i10	698.6	369
EOG09360JSH	Duplicated	TRINITY_DN117459_c0_g5_i11	697.4	367
EOG09360JSH	Duplicated	TRINITY_DN117459_c0_g5_i12	698.4	369
EOG09360JU9	Duplicated	TRINITY_DN134051_c0_g3_i1	430.7	219
EOG09360JU9	Duplicated	TRINITY_DN142164_c4_g1_i5	425.5	219
EOG09360JU9	Duplicated	TRINITY_DN142164_c4_g2_i2	431.8	219
EOG09360JUS	Duplicated	TRINITY_DN117817_c0_g1_i5	334.6	214
EOG09360JUS	Duplicated	TRINITY_DN117817_c0_g1_i7	334.5	214
EOG09360JUS	Duplicated	TRINITY_DN117817_c0_g2_i4	323.1	204
EOG09360JVS	Duplicated	TRINITY_DN122184_c0_g1_i2	347.6	162
EOG09360JVS	Duplicated	TRINITY_DN122184_c0_g1_i4	385.6	188
EOG09360JVX	Duplicated	TRINITY_DN121585_c1_g1_i7	325.3	190
EOG09360JVX	Duplicated	TRINITY_DN122970_c1_g1_i1	324.0	189
EOG09360JVX	Duplicated	TRINITY_DN122970_c1_g1_i3	323.6	189
EOG09360JWQ	Duplicated	TRINITY_DN129720_c0_g1_i2	443.4	226
EOG09360JWQ	Duplicated	TRINITY_DN129720_c0_g1_i5	442.0	226
EOG09360JWQ	Duplicated	TRINITY_DN129720_c0_g2_i3	441.9	226
EOG09360JWS	Duplicated	TRINITY_DN135117_c0_g3_i4	418.5	236
EOG09360JWS	Duplicated	TRINITY_DN135546_c3_g2_i3	418.0	236
EOG09360JWS	Duplicated	TRINITY_DN135546_c3_g2_i4	418.8	236
EOG09360JWT	Duplicated	TRINITY_DN117122_c0_g1_i1	340.5	196
EOG09360JWT	Duplicated	TRINITY_DN117122_c0_g2_i3	340.0	196
EOG09360JWT	Duplicated	TRINITY_DN117122_c0_g2_i6	339.4	196
EOG09360JWZ	Duplicated	TRINITY_DN125735_c1_g3_i5	374.5	229
EOG09360JWZ	Duplicated	TRINITY_DN138203_c0_g1_i1	374.8	229
EOG09360JWZ	Duplicated	TRINITY_DN138203_c0_g1_i3	374.6	229
EOG09360JXC	Duplicated	TRINITY_DN127473_c1_g1_i2	388.1	211
EOG09360JXC	Duplicated	TRINITY_DN142889_c0_g2_i2	390.5	211
EOG09360JXC	Duplicated	TRINITY_DN142889_c0_g2_i5	388.8	211
EOG09360K0E	Duplicated	TRINITY_DN126948_c0_g1_i6	494.4	297
EOG09360K0E	Duplicated	TRINITY_DN126948_c0_g2_i7	495.3	297
EOG09360K0E	Duplicated	TRINITY_DN126948_c0_g2_i9	495.2	297
EOG09360K1H	Duplicated	TRINITY_DN120524_c0_g2_i1	264.1	161
EOG09360K1H	Duplicated	TRINITY_DN120524_c0_g2_i7	263.1	161
EOG09360K1H	Duplicated	TRINITY_DN120524_c0_g2_i8	262.8	161
EOG09360K1I	Duplicated	TRINITY_DN110984_c0_g1_i1	369.0	281
EOG09360K1I	Duplicated	TRINITY_DN110984_c0_g1_i15	369.1	281
EOG09360K1I	Duplicated	TRINITY_DN110984_c0_g1_i18	369.4	281
EOG09360K2H	Duplicated	TRINITY_DN112571_c0_g1_i2	404.9	222
EOG09360K2H	Duplicated	TRINITY_DN112571_c0_g2_i4	405.0	222
EOG09360K2H	Duplicated	TRINITY_DN112571_c0_g2_i5	405.0	222
EOG09360K2J	Fragmented	TRINITY_DN122927_c0_g4_i15	267.0	174
EOG09360K2Q	Duplicated	TRINITY_DN126782_c2_g1_i10	462.1	310
EOG09360K2Q	Duplicated	TRINITY_DN126782_c2_g1_i17	417.2	257
EOG09360K2Q	Duplicated	TRINITY_DN126782_c2_g1_i6	462.1	310
EOG09360K2V	Duplicated	TRINITY_DN104678_c0_g1_i1	615.3	316
EOG09360K2V	Duplicated	TRINITY_DN112277_c3_g2_i1	607.9	318
EOG09360K2V	Duplicated	TRINITY_DN112277_c3_g2_i2	617.6	321
EOG09360K47	Duplicated	TRINITY_DN112329_c0_g1_i2	498.6	272
EOG09360K47	Duplicated	TRINITY_DN147161_c0_g4_i1	499.8	272
EOG09360K47	Duplicated	TRINITY_DN147161_c0_g4_i3	499.3	272
EOG09360K4S	Duplicated	TRINITY_DN126200_c1_g1_i4	417.4	229
EOG09360K4S	Duplicated	TRINITY_DN126200_c1_g1_i8	417.0	229
EOG09360K5X	Duplicated	TRINITY_DN132350_c0_g1_i19	479.8	216
EOG09360K5X	Duplicated	TRINITY_DN132350_c0_g1_i9	480.9	216
EOG09360K5X	Duplicated	TRINITY_DN4128_c0_g1_i1	486.1	216
EOG09360K5Y	Duplicated	TRINITY_DN130280_c0_g3_i1	459.0	265
EOG09360K5Y	Duplicated	TRINITY_DN130280_c0_g4_i2	459.1	265
EOG09360K5Y	Duplicated	TRINITY_DN130280_c0_g4_i4	459.1	264
EOG09360K6Z	Complete	TRINITY_DN120260_c2_g1_i1	391.4	195
EOG09360K7R	Duplicated	TRINITY_DN127882_c2_g2_i2	284.5	198
EOG09360K7R	Duplicated	TRINITY_DN127882_c2_g2_i5	284.6	198
EOG09360K7R	Duplicated	TRINITY_DN127882_c2_g3_i1	293.4	206
EOG09360K87	Duplicated	TRINITY_DN116782_c0_g1_i4	427.3	239
EOG09360K87	Duplicated	TRINITY_DN116782_c0_g1_i5	427.4	239
EOG09360K87	Duplicated	TRINITY_DN116782_c0_g1_i6	427.4	239
EOG09360K8B	Duplicated	TRINITY_DN127082_c0_g1_i12	389.3	208
EOG09360K8B	Duplicated	TRINITY_DN127082_c0_g1_i14	381.9	203
EOG09360K8B	Duplicated	TRINITY_DN127082_c0_g1_i4	389.4	208
EOG09360K8L	Duplicated	TRINITY_DN124802_c2_g1_i1	360.8	175
EOG09360K8L	Duplicated	TRINITY_DN124802_c2_g1_i2	361.0	175
EOG09360K8L	Duplicated	TRINITY_DN129590_c0_g1_i10	360.4	175
EOG09360K9G	Duplicated	TRINITY_DN112814_c1_g1_i3	282.5	240
EOG09360K9G	Duplicated	TRINITY_DN120409_c0_g1_i2	283.8	211
EOG09360K9G	Duplicated	TRINITY_DN120409_c0_g1_i5	283.8	211
EOG09360KAB	Complete	TRINITY_DN131138_c0_g1_i2	335.2	186
EOG09360KB8	Duplicated	TRINITY_DN129321_c0_g1_i1	374.8	225
EOG09360KB8	Duplicated	TRINITY_DN132185_c3_g2_i1	368.7	230
EOG09360KB8	Duplicated	TRINITY_DN132185_c3_g2_i2	371.5	225
EOG09360KBD	Missing
EOG09360KBS	Duplicated	TRINITY_DN118503_c0_g1_i17	436.4	293
EOG09360KBS	Duplicated	TRINITY_DN118503_c0_g1_i21	437.4	292
EOG09360KBS	Duplicated	TRINITY_DN118503_c0_g1_i5	436.3	293
EOG09360KCW	Duplicated	TRINITY_DN119474_c0_g1_i1	354.1	243
EOG09360KCW	Duplicated	TRINITY_DN119474_c0_g1_i2	354.6	243
EOG09360KCW	Duplicated	TRINITY_DN125250_c0_g2_i1	353.7	243
EOG09360KEM	Duplicated	TRINITY_DN115209_c0_g1_i2	211.8	197
EOG09360KEM	Duplicated	TRINITY_DN115209_c0_g1_i5	212.9	198
EOG09360KES	Missing
EOG09360KF8	Duplicated	TRINITY_DN122736_c4_g1_i2	470.1	249
EOG09360KF8	Duplicated	TRINITY_DN131924_c0_g2_i14	469.5	249
EOG09360KF8	Duplicated	TRINITY_DN131924_c0_g2_i6	469.4	249
EOG09360KFU	Duplicated	TRINITY_DN128285_c1_g4_i1	282.3	281
EOG09360KFU	Duplicated	TRINITY_DN128285_c1_g4_i2	282.5	281
EOG09360KFU	Duplicated	TRINITY_DN131543_c0_g1_i4	283.5	287
EOG09360KG8	Complete	TRINITY_DN115857_c2_g3_i1	433.2	242
EOG09360KGN	Duplicated	TRINITY_DN129656_c1_g2_i2	494.1	257
EOG09360KGN	Duplicated	TRINITY_DN129656_c1_g2_i3	494.1	257
EOG09360KGN	Duplicated	TRINITY_DN129656_c1_g2_i8	494.2	257
EOG09360KH1	Duplicated	TRINITY_DN106898_c0_g1_i1	286.6	214
EOG09360KH1	Duplicated	TRINITY_DN106898_c0_g2_i1	286.7	214
EOG09360KH1	Duplicated	TRINITY_DN106898_c0_g2_i4	286.3	214
EOG09360KHE	Duplicated	TRINITY_DN124671_c0_g1_i3	448.1	237
EOG09360KHE	Duplicated	TRINITY_DN124671_c0_g1_i6	448.2	237
EOG09360KHE	Duplicated	TRINITY_DN124671_c0_g2_i4	448.3	237
EOG09360KJA	Duplicated	TRINITY_DN115084_c0_g1_i5	398.2	196
EOG09360KJA	Duplicated	TRINITY_DN115084_c0_g1_i6	398.7	196
EOG09360KJA	Duplicated	TRINITY_DN115084_c0_g2_i2	398.0	196
EOG09360KKY	Duplicated	TRINITY_DN130752_c0_g2_i1	324.3	199
EOG09360KKY	Duplicated	TRINITY_DN130752_c0_g2_i10	326.1	201
EOG09360KKY	Duplicated	TRINITY_DN130752_c0_g2_i4	325.8	201
EOG09360KLG	Duplicated	TRINITY_DN120278_c0_g3_i1	333.8	187
EOG09360KLG	Duplicated	TRINITY_DN120278_c0_g5_i1	331.4	175
EOG09360KLG	Duplicated	TRINITY_DN120278_c0_g5_i3	331.7	175
EOG09360KLO	Duplicated	TRINITY_DN107946_c0_g1_i1	384.9	210
EOG09360KLO	Duplicated	TRINITY_DN107946_c0_g1_i5	384.7	210
EOG09360KMC	Duplicated	TRINITY_DN132873_c0_g1_i2	503.3	274
EOG09360KMC	Duplicated	TRINITY_DN132873_c0_g2_i4	503.1	274
EOG09360KMC	Duplicated	TRINITY_DN132873_c0_g2_i5	503.2	274
EOG09360KOT	Duplicated	TRINITY_DN116400_c3_g4_i10	347.2	189
EOG09360KOT	Duplicated	TRINITY_DN116400_c3_g4_i4	350.0	192
EOG09360KOT	Duplicated	TRINITY_DN126648_c0_g4_i1	350.3	192
EOG09360KOU	Duplicated	TRINITY_DN127067_c3_g1_i1	368.5	196
EOG09360KOU	Duplicated	TRINITY_DN127067_c3_g1_i10	367.7	196
EOG09360KOU	Duplicated	TRINITY_DN131411_c0_g1_i2	365.1	196
EOG09360KOY	Complete	TRINITY_DN105211_c0_g2_i4	273.8	165
EOG09360KPV	Duplicated	TRINITY_DN126045_c0_g1_i11	356.9	275
EOG09360KPV	Duplicated	TRINITY_DN126045_c0_g1_i4	357.2	273
EOG09360KPV	Duplicated	TRINITY_DN126045_c0_g1_i5	357.2	273
EOG09360KQ2	Duplicated	TRINITY_DN116902_c1_g1_i2	302.3	196
EOG09360KQ2	Duplicated	TRINITY_DN133925_c2_g5_i1	303.6	196
EOG09360KQ2	Duplicated	TRINITY_DN133925_c2_g5_i2	302.3	196
EOG09360KRQ	Duplicated	TRINITY_DN127766_c0_g2_i1	365.0	229
EOG09360KRQ	Duplicated	TRINITY_DN127766_c0_g2_i3	365.2	229
EOG09360KRQ	Duplicated	TRINITY_DN127766_c0_g2_i5	364.5	229
EOG09360KTE	Duplicated	TRINITY_DN132439_c2_g1_i13	369.4	206
EOG09360KTE	Duplicated	TRINITY_DN132439_c2_g1_i15	369.6	206
EOG09360KTE	Duplicated	TRINITY_DN132439_c2_g1_i9	369.5	206
EOG09360KUC	Duplicated	TRINITY_DN110149_c0_g1_i1	287.2	211
EOG09360KUC	Duplicated	TRINITY_DN110149_c1_g1_i1	287.1	211
EOG09360KV4	Duplicated	TRINITY_DN141903_c1_g1_i1	290.4	198
EOG09360KV4	Duplicated	TRINITY_DN141903_c1_g1_i3	294.2	171
EOG09360KV4	Duplicated	TRINITY_DN141903_c1_g2_i4	292.1	197
EOG09360KVM	Duplicated	TRINITY_DN140222_c2_g2_i2	482.3	245
EOG09360KVM	Duplicated	TRINITY_DN140222_c2_g2_i7	462.2	238
EOG09360KVM	Duplicated	TRINITY_DN140222_c2_g3_i2	479.8	245
EOG09360KZ4	Duplicated	TRINITY_DN119551_c0_g1_i10	321.4	203
EOG09360KZ4	Duplicated	TRINITY_DN119551_c0_g1_i9	302.4	207
EOG09360KZ4	Duplicated	TRINITY_DN119551_c0_g2_i1	320.0	203
EOG09360KZ9	Duplicated	TRINITY_DN119359_c0_g1_i20	379.3	188
EOG09360KZ9	Duplicated	TRINITY_DN119359_c0_g1_i28	366.2	178
EOG09360KZ9	Duplicated	TRINITY_DN119359_c0_g1_i29	367.1	178
EOG09360L09	Duplicated	TRINITY_DN124941_c0_g1_i11	327.4	187
EOG09360L09	Duplicated	TRINITY_DN124941_c0_g1_i15	327.4	187
EOG09360L09	Duplicated	TRINITY_DN124941_c0_g1_i9	328.0	187
EOG09360L1R	Duplicated	TRINITY_DN125783_c0_g1_i2	369.1	227
EOG09360L1R	Duplicated	TRINITY_DN125783_c0_g2_i2	375.6	226
EOG09360L1R	Duplicated	TRINITY_DN129646_c1_g1_i7	374.1	226
EOG09360L3B	Duplicated	TRINITY_DN113818_c0_g1_i1	376.2	209
EOG09360L3B	Duplicated	TRINITY_DN113818_c0_g2_i2	376.2	209
EOG09360L3E	Duplicated	TRINITY_DN136920_c2_g1_i14	199.4	108
EOG09360L3E	Duplicated	TRINITY_DN136920_c2_g1_i17	199.5	108
EOG09360L3E	Duplicated	TRINITY_DN136920_c2_g1_i8	199.3	108
EOG09360L3V	Duplicated	TRINITY_DN120203_c2_g3_i1	213.4	134
EOG09360L3V	Duplicated	TRINITY_DN120203_c2_g3_i2	213.4	134
EOG09360L3V	Duplicated	TRINITY_DN121779_c0_g1_i5	213.8	134
EOG09360L5N	Duplicated	TRINITY_DN146680_c0_g1_i13	302.4	230
EOG09360L5N	Duplicated	TRINITY_DN146680_c0_g1_i13	303.1	229
EOG09360L5N	Duplicated	TRINITY_DN146680_c0_g1_i16	305.4	229
EOG09360L5N	Duplicated	TRINITY_DN146680_c0_g1_i7	262.1	208
EOG09360L5N	Duplicated	TRINITY_DN146680_c0_g1_i7	301.2	229
EOG09360L5O	Duplicated	TRINITY_DN142801_c0_g1_i13	379.1	320
EOG09360L5O	Duplicated	TRINITY_DN142801_c0_g1_i16	382.5	319
EOG09360L5O	Duplicated	TRINITY_DN142801_c0_g1_i17	381.8	320
EOG09360L6F	Duplicated	TRINITY_DN116864_c10_g1_i3	428.4	234
EOG09360L6F	Duplicated	TRINITY_DN116864_c10_g1_i6	428.2	234
EOG09360L6F	Duplicated	TRINITY_DN148807_c1_g6_i1	428.5	234
EOG09360L6S	Duplicated	TRINITY_DN120340_c2_g1_i13	298.7	186
EOG09360L6S	Duplicated	TRINITY_DN120340_c2_g1_i9	345.2	209
EOG09360L6S	Duplicated	TRINITY_DN266841_c0_g1_i1	350.2	190
EOG09360L7I	Duplicated	TRINITY_DN131093_c0_g1_i19	285.6	203
EOG09360L7I	Duplicated	TRINITY_DN131093_c0_g1_i8	297.1	211
EOG09360L9K	Duplicated	TRINITY_DN139474_c1_g1_i16	411.0	220
EOG09360L9K	Duplicated	TRINITY_DN139474_c1_g1_i2	412.9	220
EOG09360LA3	Duplicated	TRINITY_DN134518_c0_g1_i2	398.3	235
EOG09360LA3	Duplicated	TRINITY_DN134518_c0_g1_i3	396.6	235
EOG09360LA3	Duplicated	TRINITY_DN134518_c0_g2_i7	395.1	235
EOG09360LAA	Duplicated	TRINITY_DN137966_c0_g1_i3	397.3	238
EOG09360LAA	Duplicated	TRINITY_DN137966_c0_g1_i4	397.4	238
EOG09360LAA	Duplicated	TRINITY_DN137966_c0_g1_i6	397.3	238
EOG09360LCF	Duplicated	TRINITY_DN128134_c0_g2_i1	328.8	177
EOG09360LCF	Duplicated	TRINITY_DN128134_c0_g2_i5	328.7	177
EOG09360LCK	Duplicated	TRINITY_DN120220_c2_g3_i2	233.0	230
EOG09360LCK	Duplicated	TRINITY_DN120220_c2_g3_i4	234.1	232
EOG09360LCK	Duplicated	TRINITY_DN121122_c1_g1_i2	236.5	232
EOG09360LDJ	Duplicated	TRINITY_DN115152_c0_g1_i1	307.4	196
EOG09360LDJ	Duplicated	TRINITY_DN115152_c0_g3_i1	306.5	196
EOG09360LE4	Duplicated	TRINITY_DN107509_c0_g1_i1	276.9	185
EOG09360LE4	Duplicated	TRINITY_DN110418_c0_g1_i3	281.9	168
EOG09360LE4	Duplicated	TRINITY_DN110418_c0_g1_i5	278.8	185
EOG09360LF5	Complete	TRINITY_DN137208_c1_g4_i1	256.8	200
EOG09360LF7	Duplicated	TRINITY_DN123075_c0_g2_i1	283.8	192
EOG09360LF7	Duplicated	TRINITY_DN123075_c0_g3_i10	284.2	192
EOG09360LF7	Duplicated	TRINITY_DN139509_c0_g1_i5	299.1	193
EOG09360LFN	Duplicated	TRINITY_DN117479_c1_g1_i10	363.8	216
EOG09360LFN	Duplicated	TRINITY_DN117479_c1_g1_i5	368.1	225
EOG09360LFN	Duplicated	TRINITY_DN117479_c1_g1_i6	367.3	225
EOG09360LFY	Duplicated	TRINITY_DN129497_c1_g3_i3	272.1	146
EOG09360LFY	Duplicated	TRINITY_DN129497_c1_g3_i4	273.4	146
EOG09360LFY	Duplicated	TRINITY_DN129497_c1_g3_i7	271.2	146
EOG09360LG0	Complete	TRINITY_DN120893_c0_g2_i2	419.8	208
EOG09360LG2	Duplicated	TRINITY_DN118756_c1_g1_i5	305.6	199
EOG09360LG2	Duplicated	TRINITY_DN118756_c1_g2_i3	305.8	199
EOG09360LG2	Duplicated	TRINITY_DN118756_c1_g2_i6	305.8	199
EOG09360LG4	Duplicated	TRINITY_DN137389_c4_g1_i1	296.5	230
EOG09360LG4	Duplicated	TRINITY_DN137389_c4_g1_i4	305.4	233
EOG09360LHO	Duplicated	TRINITY_DN135422_c0_g1_i12	328.1	187
EOG09360LHO	Duplicated	TRINITY_DN135422_c0_g1_i16	328.8	187
EOG09360LHO	Duplicated	TRINITY_DN135422_c0_g2_i5	328.9	187
EOG09360LHQ	Duplicated	TRINITY_DN140896_c2_g1_i12	314.6	212
EOG09360LHQ	Duplicated	TRINITY_DN140896_c2_g1_i2	315.9	212
EOG09360LHQ	Duplicated	TRINITY_DN140896_c2_g1_i5	315.4	212
EOG09360LHZ	Duplicated	TRINITY_DN118575_c0_g1_i1	254.2	174
EOG09360LHZ	Duplicated	TRINITY_DN118575_c0_g2_i1	246.0	170
EOG09360LHZ	Duplicated	TRINITY_DN118575_c0_g2_i2	255.7	174
EOG09360LIN	Complete	TRINITY_DN123756_c0_g1_i6	357.3	215
EOG09360LJ0	Duplicated	TRINITY_DN109739_c0_g1_i1	312.4	166
EOG09360LJ0	Duplicated	TRINITY_DN109739_c0_g2_i2	312.0	166
EOG09360LJF	Duplicated	TRINITY_DN118068_c0_g1_i1	341.8	197
EOG09360LJF	Duplicated	TRINITY_DN118068_c0_g1_i4	342.0	197
EOG09360LJF	Duplicated	TRINITY_DN118068_c0_g1_i9	341.7	197
EOG09360LJJ	Duplicated	TRINITY_DN111867_c0_g1_i1	245.2	183
EOG09360LJJ	Duplicated	TRINITY_DN111867_c0_g1_i3	245.0	183
EOG09360LJJ	Duplicated	TRINITY_DN111867_c0_g1_i6	245.1	182
EOG09360LJZ	Duplicated	TRINITY_DN117817_c0_g4_i1	350.5	190
EOG09360LJZ	Duplicated	TRINITY_DN117817_c0_g4_i4	350.5	190
EOG09360LJZ	Duplicated	TRINITY_DN117817_c0_g4_i7	350.5	190
EOG09360LK3	Duplicated	TRINITY_DN124764_c0_g1_i7	329.6	215
EOG09360LK3	Duplicated	TRINITY_DN124764_c0_g1_i8	330.1	215
EOG09360LK3	Duplicated	TRINITY_DN124764_c0_g2_i1	329.0	214
EOG09360LK7	Duplicated	TRINITY_DN112751_c1_g1_i1	303.1	174
EOG09360LK7	Duplicated	TRINITY_DN112751_c1_g1_i3	304.4	174
EOG09360LK7	Duplicated	TRINITY_DN112751_c1_g1_i7	302.6	174
EOG09360LK7	Duplicated	TRINITY_DN112751_c1_g1_i7	302.6	174
EOG09360LL8	Duplicated	TRINITY_DN139731_c1_g1_i1	400.3	213
EOG09360LL8	Duplicated	TRINITY_DN139731_c1_g1_i10	401.5	213
EOG09360LL8	Duplicated	TRINITY_DN139731_c1_g1_i2	400.4	213
EOG09360LLC	Duplicated	TRINITY_DN127352_c0_g3_i2	251.3	155
EOG09360LLC	Duplicated	TRINITY_DN127352_c0_g3_i4	261.1	153
EOG09360LLC	Duplicated	TRINITY_DN127352_c0_g3_i7	275.8	188
EOG09360LMM	Duplicated	TRINITY_DN142589_c0_g1_i1	295.9	165
EOG09360LMM	Duplicated	TRINITY_DN142589_c0_g1_i4	298.1	165
EOG09360LMM	Duplicated	TRINITY_DN142589_c0_g1_i6	294.1	164
EOG09360LN2	Duplicated	TRINITY_DN138169_c1_g1_i1	368.5	198
EOG09360LN2	Duplicated	TRINITY_DN138169_c1_g1_i2	368.2	197
EOG09360LN2	Duplicated	TRINITY_DN147540_c1_g1_i7	362.1	198
EOG09360LO8	Missing
EOG09360LPP	Duplicated	TRINITY_DN112726_c0_g1_i1	307.0	183
EOG09360LPP	Duplicated	TRINITY_DN112726_c0_g1_i3	306.1	183
EOG09360LPP	Duplicated	TRINITY_DN112726_c0_g2_i3	306.6	183
EOG09360LPQ	Duplicated	TRINITY_DN127801_c1_g1_i1	298.3	163
EOG09360LPQ	Duplicated	TRINITY_DN129464_c2_g2_i3	299.1	163
EOG09360LPQ	Duplicated	TRINITY_DN129464_c2_g2_i6	299.8	163
EOG09360LR9	Duplicated	TRINITY_DN119767_c3_g1_i16	305.6	161
EOG09360LR9	Duplicated	TRINITY_DN119767_c3_g1_i2	306.1	161
EOG09360LR9	Duplicated	TRINITY_DN119767_c3_g5_i4	352.0	193
EOG09360LU3	Duplicated	TRINITY_DN132478_c0_g2_i2	375.5	194
EOG09360LU3	Duplicated	TRINITY_DN132478_c0_g2_i5	375.3	194
EOG09360LU3	Duplicated	TRINITY_DN132478_c0_g2_i6	375.4	194
EOG09360LUG	Duplicated	TRINITY_DN136087_c6_g1_i3	133.9	181
EOG09360LUG	Duplicated	TRINITY_DN136087_c6_g1_i6	136.4	192
EOG09360LUG	Duplicated	TRINITY_DN136087_c6_g2_i2	132.0	194
EOG09360LVI	Duplicated	TRINITY_DN133974_c0_g2_i5	292.3	161
EOG09360LVI	Duplicated	TRINITY_DN134507_c2_g1_i2	292.4	161
EOG09360LVI	Duplicated	TRINITY_DN134507_c2_g1_i5	292.6	161
EOG09360LVN	Duplicated	TRINITY_DN114576_c0_g1_i1	280.7	145
EOG09360LVN	Duplicated	TRINITY_DN114576_c0_g1_i2	279.8	145
EOG09360LVN	Duplicated	TRINITY_DN114576_c0_g2_i3	279.6	141
EOG09360LWY	Duplicated	TRINITY_DN106880_c0_g1_i1	257.8	138
EOG09360LWY	Duplicated	TRINITY_DN106880_c0_g1_i2	256.9	138
EOG09360LWY	Duplicated	TRINITY_DN106880_c0_g1_i3	267.2	154
EOG09360LX9	Duplicated	TRINITY_DN109520_c0_g1_i1	316.3	178
EOG09360LX9	Duplicated	TRINITY_DN109520_c0_g1_i2	317.0	178
EOG09360LX9	Duplicated	TRINITY_DN109520_c0_g2_i5	316.3	178
EOG09360LYU	Duplicated	TRINITY_DN142957_c0_g2_i5	351.2	202
