Busco_id Status Sequence Score Length length prop_gc orf_length in_bridges p_good p_bases_covered p_seq_true score p_not_segmented eff_length eff_count tpm coverage sCnuc sCcov sCord sCseg
EOG093607YA Duplicated TRINITY_DN123611_c0_g5_i1 705.4 384 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607YB Duplicated TRINITY_DN121153_c0_g1_i5 740.9 439 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607ZG Duplicated TRINITY_DN118300_c0_g1_i1 650.9 324 300 0.376667 37 0 1 1 0.985714 0.979036 0.993225 300 0 0 0 0.985714 1 1 0.993225
EOG093607ZP Fragmented TRINITY_DN144731_c1_g2_i1 714.2 363 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607ZT Duplicated TRINITY_DN136427_c0_g1_i6 696.9 511 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360803 Duplicated TRINITY_DN137580_c2_g1_i7 644.6 389 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360806 Duplicated TRINITY_DN132969_c0_g1_i16 816.9 505 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360806 Duplicated TRINITY_DN132969_c0_g1_i24 816.9 505 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936081F Duplicated TRINITY_DN132921_c2_g1_i9 641.3 416 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360829 Complete TRINITY_DN141145_c1_g1_i1 590.8 424 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936082I Duplicated TRINITY_DN124168_c0_g2_i20 637.8 365 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936082J Duplicated TRINITY_DN131807_c0_g2_i2 560.4 415 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936082K Duplicated TRINITY_DN122172_c1_g1_i1 805.2 526 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936082Y Duplicated TRINITY_DN131044_c1_g1_i7 800.7 429 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936083D Duplicated TRINITY_DN146438_c0_g2_i6 626.2 445 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936083O Duplicated TRINITY_DN128764_c1_g2_i3 732.2 374 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360843 Duplicated TRINITY_DN147250_c1_g1_i21 511.2 372 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936084P Duplicated TRINITY_DN145608_c1_g1_i11 629.5 385 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936084R Duplicated TRINITY_DN134518_c0_g1_i4 834.5 544 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936085E Duplicated TRINITY_DN120908_c0_g2_i1 758.2 412 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936085U Duplicated TRINITY_DN122297_c0_g1_i10 489.8 362 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936086V Duplicated TRINITY_DN137979_c0_g2_i5 812.9 402 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936086W Duplicated TRINITY_DN108227_c0_g2_i1 918.6 554 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360877 Duplicated TRINITY_DN137153_c0_g1_i1 515.7 315 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936087S Duplicated TRINITY_DN130899_c0_g1_i8 606.4 405 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936088K Duplicated TRINITY_DN133498_c0_g1_i2 642.5 441 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936088P Duplicated TRINITY_DN149718_c2_g3_i1 875.9 442 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608A7 Duplicated TRINITY_DN133017_c2_g1_i1 685.1 443 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608AK Duplicated TRINITY_DN123281_c0_g2_i1 636.6 418 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608AS Duplicated TRINITY_DN129204_c2_g2_i10 646 433 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608AS Duplicated TRINITY_DN131331_c0_g3_i1 646 433 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608AU Duplicated TRINITY_DN136100_c0_g1_i7 803.4 545 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608AX Fragmented TRINITY_DN115198_c0_g2_i6 443.4 236 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608B1 Duplicated TRINITY_DN135593_c1_g3_i9 755.7 436 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608BO Duplicated TRINITY_DN126278_c0_g3_i11 738 557 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608CS Duplicated TRINITY_DN127960_c0_g1_i2 693.2 367 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608FN Duplicated TRINITY_DN133029_c1_g1_i2 672.3 378 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608GA Duplicated TRINITY_DN128064_c0_g1_i8 811.8 423 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608GF Duplicated TRINITY_DN137723_c1_g4_i4 667.7 373 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608GT Missing NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608I9 Duplicated TRINITY_DN138701_c3_g4_i5 862.9 461 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608IL Duplicated TRINITY_DN119829_c0_g3_i1 757.8 411 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608IL Duplicated TRINITY_DN119829_c0_g3_i10 757.8 411 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608JW Duplicated TRINITY_DN119195_c3_g4_i3 856.1 398 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608K2 Duplicated TRINITY_DN129811_c1_g1_i7 700.2 375 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608K2 Duplicated TRINITY_DN129811_c1_g1_i8 700.2 375 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608KQ Complete TRINITY_DN123083_c0_g2_i3 681.2 429 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608LD Duplicated TRINITY_DN137915_c0_g2_i14 824.2 473 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608NO Duplicated TRINITY_DN128068_c1_g2_i4 887.7 428 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608OZ Duplicated TRINITY_DN120423_c0_g2_i10 720.8 333 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608P1 Duplicated TRINITY_DN139803_c0_g1_i10 732.3 414 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608PC Duplicated TRINITY_DN112518_c0_g1_i3 598.1 398 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608PC Duplicated TRINITY_DN112518_c0_g2_i3 598.1 398 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608PU Duplicated TRINITY_DN112230_c0_g1_i3 567.6 431 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608R5 Duplicated TRINITY_DN126786_c0_g2_i5 681.7 366 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608SZ Duplicated TRINITY_DN142740_c4_g1_i3 595.4 438 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608T4 Duplicated TRINITY_DN134365_c1_g2_i6 581.9 403 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608V7 Duplicated TRINITY_DN127794_c0_g1_i4 758.4 406 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608V7 Duplicated TRINITY_DN127794_c0_g2_i1 758.4 406 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608VJ Duplicated TRINITY_DN142611_c0_g4_i1 824.4 438 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608WC Duplicated TRINITY_DN149775_c13_g2_i10 426.1 292 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608XE Complete TRINITY_DN136747_c1_g3_i3 521.3 292 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608XY Duplicated TRINITY_DN143770_c1_g1_i1 738 428 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608YK Missing NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093608ZW Duplicated TRINITY_DN120643_c3_g3_i5 717.3 370 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936090G Duplicated TRINITY_DN135001_c0_g1_i13 625.6 379 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360916 Duplicated TRINITY_DN141336_c2_g2_i2 578.9 340 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936091G Duplicated TRINITY_DN125959_c0_g1_i12 732.3 391 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936091G Duplicated TRINITY_DN125959_c0_g1_i4 732.3 391 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936091T Duplicated TRINITY_DN138933_c1_g1_i4 917.6 531 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936092Y Duplicated TRINITY_DN139646_c1_g3_i2 771.3 371 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360945 Duplicated TRINITY_DN115378_c0_g2_i3 892.2 434 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936096A Duplicated TRINITY_DN136421_c0_g1_i8 602.9 366 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936096C Duplicated TRINITY_DN129070_c0_g2_i3 661 402 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936097H Duplicated TRINITY_DN124744_c1_g3_i1 647.6 404 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936097H Duplicated TRINITY_DN124744_c1_g3_i3 647.6 404 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936098C Duplicated TRINITY_DN146099_c1_g1_i1 731.3 438 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936098U Duplicated TRINITY_DN132790_c0_g1_i12 917.8 867 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936099K Duplicated TRINITY_DN143534_c3_g3_i12 772.7 377 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936099O Complete TRINITY_DN142109_c0_g1_i2 733.3 391 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609BK Duplicated TRINITY_DN120218_c1_g1_i4 703.7 493 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609C8 Duplicated TRINITY_DN124579_c0_g2_i2 395.9 429 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609D4 Duplicated TRINITY_DN139020_c0_g2_i5 722.1 384 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609DP Duplicated TRINITY_DN128392_c1_g2_i1 613.2 368 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609EF Duplicated TRINITY_DN139111_c2_g3_i3 704.5 411 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609G8 Duplicated TRINITY_DN125118_c0_g2_i4 657.2 364 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609GK Duplicated TRINITY_DN131299_c0_g1_i14 721 355 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609GV Duplicated TRINITY_DN130008_c0_g1_i8 756.6 363 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609HF Duplicated TRINITY_DN146638_c1_g2_i3 442.2 371 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609HT Missing NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609I6 Fragmented TRINITY_DN121708_c3_g2_i4 410 229 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609I7 Duplicated TRINITY_DN129421_c2_g1_i16 673.7 400 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609JA Duplicated TRINITY_DN128330_c1_g1_i9 877.8 450 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609KC Duplicated TRINITY_DN138844_c0_g1_i2 620.8 381 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609LK Duplicated TRINITY_DN130123_c0_g1_i4 212.5 364 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609MH Duplicated TRINITY_DN111311_c0_g7_i3 833.9 469 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609NR Duplicated TRINITY_DN130107_c0_g1_i1 578.4 411 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609NZ Fragmented TRINITY_DN149514_c3_g3_i13 399.4 220 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609O4 Duplicated TRINITY_DN137099_c0_g1_i4 789.9 436 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609PH Duplicated TRINITY_DN135612_c0_g1_i2 565.8 362 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609PI Duplicated TRINITY_DN141921_c1_g1_i7 520.8 451 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609PW Duplicated TRINITY_DN142367_c2_g1_i1 931.3 542 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609Q8 Duplicated TRINITY_DN138241_c0_g3_i3 618 411 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609QX Duplicated TRINITY_DN148520_c3_g3_i1 820 413 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609QX Duplicated TRINITY_DN148520_c3_g3_i6 820 413 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609R4 Duplicated TRINITY_DN142629_c0_g2_i7 925.6 498 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609SJ Fragmented TRINITY_DN135965_c0_g1_i4 398.4 230 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609SU Duplicated TRINITY_DN131530_c0_g2_i4 766 405 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609TC Duplicated TRINITY_DN140446_c0_g1_i15 579.2 342 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609TH Duplicated TRINITY_DN115930_c0_g1_i4 566.5 358 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609UI Duplicated TRINITY_DN130173_c0_g2_i8 735.8 428 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609UJ Duplicated TRINITY_DN126962_c0_g1_i3 812.8 402 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609VP Fragmented TRINITY_DN147325_c0_g4_i11 767.6 369 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609VT Fragmented TRINITY_DN137078_c1_g1_i6 377.4 203 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609VZ Complete TRINITY_DN133945_c0_g2_i1 412.2 391 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609WJ Duplicated TRINITY_DN136059_c0_g1_i2 712 373 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609X6 Duplicated TRINITY_DN129642_c1_g2_i6 978.4 481 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609XY Duplicated TRINITY_DN134821_c0_g1_i1 736.8 571 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609YB Fragmented TRINITY_DN134333_c2_g1_i8 493.1 326 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609YH Duplicated TRINITY_DN135264_c0_g2_i15 586.3 339 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609YQ Fragmented TRINITY_DN126141_c0_g2_i7 464.6 264 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093609ZU Duplicated TRINITY_DN111296_c0_g2_i4 666.5 318 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360A0R Duplicated TRINITY_DN144286_c0_g1_i6 590 349 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360A16 Duplicated TRINITY_DN125366_c2_g2_i4 747.4 383 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360A2C Duplicated TRINITY_DN137072_c0_g2_i4 830.6 404 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360A2I Duplicated TRINITY_DN117822_c0_g2_i16 612.5 421 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360A3A Duplicated TRINITY_DN142840_c0_g1_i2 661.3 582 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360A5W Duplicated TRINITY_DN134952_c0_g2_i1 632.8 340 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360A63 Duplicated TRINITY_DN135908_c0_g1_i11 669.2 459 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360A69 Duplicated TRINITY_DN116806_c0_g1_i10 784.4 439 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360A72 Duplicated TRINITY_DN144364_c0_g2_i9 825.2 434 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360A77 Duplicated TRINITY_DN131492_c3_g1_i1 603.8 378 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360A7J Duplicated TRINITY_DN117993_c2_g1_i4 653.8 383 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360A7L Duplicated TRINITY_DN147264_c0_g3_i2 621.7 382 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360A7W Missing NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360A7X Duplicated TRINITY_DN134379_c2_g1_i2 676 337 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360A8D Duplicated TRINITY_DN120537_c1_g2_i9 703.2 361 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360A8J Duplicated TRINITY_DN136448_c3_g1_i8 784.6 509 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360A9V Duplicated TRINITY_DN134598_c0_g1_i4 686.2 407 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360AA1 Duplicated TRINITY_DN125448_c0_g1_i4 670.4 356 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360AAI Duplicated TRINITY_DN135296_c0_g1_i14 483.8 297 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360AAM Missing NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360AC9 Duplicated TRINITY_DN128369_c0_g1_i1 607.1 421 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360ADB Duplicated TRINITY_DN142772_c0_g1_i1 707.4 489 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360ADD Duplicated TRINITY_DN125375_c0_g1_i3 704.9 354 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360AE6 Duplicated TRINITY_DN111406_c1_g1_i16 643.4 368 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360AEU Duplicated TRINITY_DN144465_c3_g3_i8 681.8 398 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360AH1 Duplicated TRINITY_DN124163_c0_g1_i4 679 357 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360AI2 Complete TRINITY_DN148333_c2_g1_i1 603.9 330 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360AJ0 Duplicated TRINITY_DN121556_c1_g1_i1 584.2 370 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360AKC Complete TRINITY_DN117380_c0_g3_i4 601.1 393 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360AKZ Duplicated TRINITY_DN121969_c2_g2_i8 760.8 397 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360ALA Fragmented TRINITY_DN148452_c0_g1_i2 688.5 321 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360ALP Duplicated TRINITY_DN135712_c1_g1_i6 743.5 387 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360ALT Duplicated TRINITY_DN149950_c2_g2_i6 565.4 264 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360AMJ Duplicated TRINITY_DN119394_c0_g1_i1 707.1 396 549 0.309654 51 0 1 1 0.98 0.808744 0.825249 549 0 0 0 0.98 1 1 0.825249
EOG09360AN8 Duplicated TRINITY_DN132870_c1_g1_i4 540.5 327 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360ANA Duplicated TRINITY_DN128920_c2_g4_i3 595.9 374 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360ANO Duplicated TRINITY_DN138274_c1_g2_i4 451.6 387 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360AQ0 Duplicated TRINITY_DN139730_c0_g3_i2 556.7 326 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360AQO Missing NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360ARD Duplicated TRINITY_DN126904_c1_g1_i1 547.8 342 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360ARK Complete TRINITY_DN144487_c2_g1_i7 642.8 463 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360ASH Duplicated TRINITY_DN142082_c0_g4_i4 450.6 299 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360ATC Fragmented TRINITY_DN143454_c1_g1_i8 606.7 334 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360AW4 Duplicated TRINITY_DN125447_c2_g4_i3 751.7 341 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360AW9 Duplicated TRINITY_DN141789_c0_g1_i1 474.4 331 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360AWB Duplicated TRINITY_DN137203_c0_g1_i10 795.3 408 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360AWI Duplicated TRINITY_DN116299_c0_g1_i1 704.9 359 268 0.458955 52 0 1 1 0.866667 0.862152 0.99479 268 0 0 0 0.866667 1 1 0.99479
EOG09360AWP Duplicated TRINITY_DN126365_c1_g1_i9 486.7 338 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360AWY Duplicated TRINITY_DN109381_c0_g2_i2 597.9 346 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360AX2 Duplicated TRINITY_DN115448_c0_g2_i2 629.4 363 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360AXR Duplicated TRINITY_DN136912_c0_g1_i4 306.6 184 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360AYE Duplicated TRINITY_DN121535_c0_g1_i3 469.8 400 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360B27 Duplicated TRINITY_DN127266_c0_g1_i5 653 385 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360B3J Duplicated TRINITY_DN141011_c0_g2_i14 587.4 307 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360B3R Fragmented TRINITY_DN120887_c4_g1_i1 297.3 142 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360B40 Duplicated TRINITY_DN142268_c1_g1_i1 568 372 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360B41 Duplicated TRINITY_DN137995_c0_g1_i1 445.4 311 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360B47 Complete TRINITY_DN142504_c0_g2_i4 681.4 305 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360B4E Duplicated TRINITY_DN133686_c0_g2_i2 220.1 297 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360B4I Duplicated TRINITY_DN132119_c0_g3_i7 413.8 345 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360B4L Duplicated TRINITY_DN125541_c0_g1_i2 647.9 364 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360B4S Duplicated TRINITY_DN135910_c0_g1_i2 455.1 301 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360B4Z Duplicated TRINITY_DN122768_c1_g3_i9 573.1 348 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360B5K Duplicated TRINITY_DN117862_c0_g1_i14 409.5 341 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360B5S Duplicated TRINITY_DN128868_c0_g3_i1 448.8 349 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360B6P Duplicated TRINITY_DN143792_c0_g1_i20 803.6 564 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360B71 Duplicated TRINITY_DN117049_c2_g5_i2 495.3 273 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360B8J Duplicated TRINITY_DN133389_c1_g2_i1 508.4 377 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
